Date Time;Time inactive;Date Time;Time cooling;Date Time;Time heating;Date Time;Time hot water
7/8/2019, 12:00:00 PM;8.446;7/8/2019, 12:00:00 PM;13.96;7/8/2019, 12:00:00 PM;0;7/8/2019, 12:00:00 PM;0.102
7/9/2019, 12:00:00 PM;13.16;7/9/2019, 12:00:00 PM;9;7/9/2019, 12:00:00 PM;0;7/9/2019, 12:00:00 PM;1.78
7/10/2019, 12:00:00 PM;13;7/10/2019, 12:00:00 PM;7.72;7/10/2019, 12:00:00 PM;0;7/10/2019, 12:00:00 PM;1.22
7/11/2019, 12:00:00 PM;7.86;7/11/2019, 12:00:00 PM;14.38;7/11/2019, 12:00:00 PM;0;7/11/2019, 12:00:00 PM;1.7
7/12/2019, 12:00:00 PM;0;7/12/2019, 12:00:00 PM;22.22;7/12/2019, 12:00:00 PM;0;7/12/2019, 12:00:00 PM;1.74
7/13/2019, 12:00:00 PM;0;7/13/2019, 12:00:00 PM;21.98;7/13/2019, 12:00:00 PM;0;7/13/2019, 12:00:00 PM;1.98
7/14/2019, 12:00:00 PM;10.68;7/14/2019, 12:00:00 PM;18.42;7/14/2019, 12:00:00 PM;0;7/14/2019, 12:00:00 PM;0.8
7/15/2019, 12:00:00 PM;0;7/15/2019, 12:00:00 PM;22.1;7/15/2019, 12:00:00 PM;0;7/15/2019, 12:00:00 PM;1.86
7/16/2019, 12:00:00 PM;11.26;7/16/2019, 12:00:00 PM;12.8;7/16/2019, 12:00:00 PM;0;7/16/2019, 12:00:00 PM;1.86
7/17/2019, 12:00:00 PM;0;7/17/2019, 12:00:00 PM;21.82;7/17/2019, 12:00:00 PM;0;7/17/2019, 12:00:00 PM;0.16
7/18/2019, 12:00:00 PM;0;7/18/2019, 12:00:00 PM;22.46;7/18/2019, 12:00:00 PM;0;7/18/2019, 12:00:00 PM;1.5
7/19/2019, 12:00:00 PM;0;7/19/2019, 12:00:00 PM;21.96;7/19/2019, 12:00:00 PM;0;7/19/2019, 12:00:00 PM;2
7/20/2019, 12:00:00 PM;0;7/20/2019, 12:00:00 PM;22.28;7/20/2019, 12:00:00 PM;0;7/20/2019, 12:00:00 PM;1.68
7/21/2019, 12:00:00 PM;0;7/21/2019, 12:00:00 PM;23.28;7/21/2019, 12:00:00 PM;0;7/21/2019, 12:00:00 PM;0.7
7/22/2019, 12:00:00 PM;0;7/22/2019, 12:00:00 PM;22.34;7/22/2019, 12:00:00 PM;0;7/22/2019, 12:00:00 PM;1.62
7/23/2019, 12:00:00 PM;0;7/23/2019, 12:00:00 PM;22.98;7/23/2019, 12:00:00 PM;0;7/23/2019, 12:00:00 PM;0.98
7/24/2019, 12:00:00 PM;0;7/24/2019, 12:00:00 PM;23.14;7/24/2019, 12:00:00 PM;0;7/24/2019, 12:00:00 PM;0.84
7/25/2019, 12:00:00 PM;0;7/25/2019, 12:00:00 PM;22.14;7/25/2019, 12:00:00 PM;0;7/25/2019, 12:00:00 PM;1.82
7/26/2019, 12:00:00 PM;0;7/26/2019, 12:00:00 PM;22.84;7/26/2019, 12:00:00 PM;0;7/26/2019, 12:00:00 PM;1.12
7/27/2019, 12:00:00 PM;0;7/27/2019, 12:00:00 PM;23.14;7/27/2019, 12:00:00 PM;0;7/27/2019, 12:00:00 PM;0.84
7/28/2019, 12:00:00 PM;0;7/28/2019, 12:00:00 PM;23.12;7/28/2019, 12:00:00 PM;0;7/28/2019, 12:00:00 PM;0.86
7/29/2019, 12:00:00 PM;0;7/29/2019, 12:00:00 PM;22.86;7/29/2019, 12:00:00 PM;0;7/29/2019, 12:00:00 PM;1.1
7/30/2019, 12:00:00 PM;0;7/30/2019, 12:00:00 PM;21.12;7/30/2019, 12:00:00 PM;0;7/30/2019, 12:00:00 PM;0.86
7/31/2019, 12:00:00 PM;0;7/31/2019, 12:00:00 PM;22;7/31/2019, 12:00:00 PM;0;7/31/2019, 12:00:00 PM;0
